,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,BHP,CBA,CSL,TLS,BHP,CBA,CSL,TLS,BHP,CBA,CSL,TLS,BHP,CBA,CSL,TLS,BHP,CBA,CSL,TLS,BHP,CBA,CSL,TLS
Date,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,0.016241291676468483,0.0,0.014794004788885484,-0.04000002145767212,0.016241291676468483,0.0,0.014794004788885484,-0.04000002145767212,0.014149401573277043,0.0,0.002729797908951781,-0.008049483828931003,0.004988347856754061,0.0,0.007508623920436941,-0.011764725681819521,-0.0009902850823553244,0.0,-0.009207854098242652,0.008877576765035311,1.0962509467306236,0.0,0.15413416536661462,-0.13410483321987743
2022-01-05,0.011904754498848202,0.0,-0.022730938402045653,-0.06119789071575055,0.011904754498848202,0.0,-0.022730938402045653,-0.06119789071575055,0.021739133125509458,0.0,0.0018015731861693585,-0.03433209581890617,0.021178071195860237,0.0,-0.00900023085481838,-0.048478823226435375,0.01999013585944076,0.0,0.0075077749167333785,-0.048082928786003176,0.9217173998133261,0.0,-0.008650986753176548,0.9992138364779874
2022-01-06,0.0011281175775166297,0.0,-0.0036985037808362486,-0.032593638317760854,0.0011281175775166297,0.0,-0.0036985037808362486,-0.032593638317760854,-0.005398541680837532,0.0,-0.021939776717866954,-0.05042021158253773,-0.005184700072832782,0.0,-0.00850658377817759,-0.03871551796539585,0.008746308489628873,0.0,-0.01772333035463436,-0.05645430637622406,-0.5415191301350547,0.0,-0.10089991818925548,0.0646218377244725
2022-01-07,0.03605926782006197,0.0,-0.014766547578797029,-0.016487422607960878,0.03605926782006197,0.0,-0.014766547578797029,-0.016487422607960878,0.027618189236755963,0.0,-0.0017160993687933557,-0.04152482464954088,0.022964166325269986,0.0,-0.012848700827371995,-0.027910316825366488,0.009794486549578041,0.0,-0.008570476226767876,-0.03428969716068664,0.2737586713597375,inf,-0.32211101000909914,0.04038414183698591
2022-01-10,-0.018800482799840812,0.0,-0.004102803839215019,-0.015306124931471987,-0.018800482799840812,0.0,-0.004102803839215019,-0.015306124931471987,-0.014292402429506357,0.04166668994973155,-0.02296169139724591,-0.007812475658614426,-0.009711838831625297,0.0,-0.015996966821535286,-0.03860458524106025,0.003975194823123918,0.04166668994973155,-0.017992331664987815,-0.015942048115080043,0.16888447711541565,81.0,-0.18031319910514543,-0.1594082840236687
2022-01-11,0.02121926057818846,0.0,0.007819070843166687,0.08068098698160453,0.02121926057818846,0.0,0.007819070843166687,0.08068098698160453,0.01828210927445184,-0.04000002145767212,0.005152677696555141,0.062276296988512225,0.004180037272413006,0.0,0.0028588418125978787,0.04371369996484131,-0.0022172852550168543,-0.04000002145767212,0.004843775436537134,-0.0014727175406270554,-0.03256902843765064,-1.0,0.11790393013100431,0.7996621145994651
2022-01-12,0.04124676306748287,0.0,0.016559610952442183,-0.028082245916020487,0.04124676306748287,0.0,0.016559610952442183,-0.028082245916020487,0.040396232559908096,0.0,0.0221305222329089,0.0020215453276770656,0.05827728855271985,0.0,0.024890465616727697,0.04966642606832372,0.06349206349206349,0.0,0.009682682179970925,0.08112089924452248,0.09122182680901547,0.0,-0.1396484375,-0.7398106860674334
2022-01-13,-0.0007446470680799733,0.0,-0.0057855796777553925,-0.007047176233440644,-0.0007446470680799733,0.0,-0.0057855796777553925,-0.007047176233440644,0.00446288927276739,0.0,0.007013256761276843,-0.020847307890260125,0.010590084626261875,0.0,0.004192936260223323,-0.023305079608907264,0.0,0.0,0.013699716564578246,-0.042974087380507675,0.13075334275464723,0.0,-0.12372304199772988,0.5697534576067349
2022-01-14,-0.0019373659668279197,0.12500006984919465,-0.022121339425681397,-0.031227858714877543,-0.0019373659668279197,0.12500006984919465,-0.022121339425681397,-0.031227858714877543,-0.004294924474979145,0.12500006984919465,-0.02801958996939591,-0.016483565788166232,-0.010628842536385297,0.12500006984919465,-0.029476228454270004,-0.04808387313966278,-0.011194029850746245,0.12500006984919465,-0.020312849553009604,-0.0058446030155550055,0.03414793593416521,inf,0.09909326424870457,0.3602758092319478
2022-01-18,-0.007764734403202911,0.03703700024404788,-0.01975186919198102,-0.03296701991509576,-0.007764734403202911,0.03703700024404788,-0.01975186919198102,-0.03296701991509576,0.004611000195075432,0.03703700024404788,-0.020287483082958024,-0.02723459482959334,-0.00015122571326586787,0.03703700024404788,-0.014866205128801768,0.000379803604664275,0.009358532023879818,0.03703700024404788,-0.022364376206903125,-0.041439637981180555,0.16114158222552755,-1.0,0.038892162639952765,0.3334272036046184
2022-01-19,0.030549383023637633,0.0,-0.008697102649816935,0.03333337427389793,0.030549383023637633,0.0,-0.008697102649816935,0.03333337427389793,0.018507550829965025,0.0,0.0028063767440424936,0.012203881735076472,0.023759074626514165,0.0,-0.00722098905216384,0.005315086895877785,0.013907585867765082,0.0,-0.0016247899771538732,0.006731499877206337,-0.2775731761993211,inf,-0.062393647192285906,0.10929250263991541
2022-01-20,-0.006571328206442795,0.0,-0.005298823799495422,-0.040322593613724256,-0.006571328206442795,0.0,-0.005298823799495422,-0.040322593613724256,0.011193438476791773,0.07142860944173757,0.0002543994213253242,0.015602787759042558,0.003991081108300154,0.0,-0.004268340419321559,-0.013595117417910862,0.010176914173366303,0.07142860944173757,-0.006467128057304428,0.02971765359558942,0.9173482279406875,4.8,0.147610405323654,-0.11175630652070445
2022-01-21,-0.04498012073351643,0.0,-0.006244030686808677,-0.0282658427231518,-0.04498012073351643,0.0,-0.006244030686808677,-0.0282658427231518,-0.0498850106741332,-0.06666669978035689,-0.011021580805413156,-0.06215079669101642,-0.04372793434586819,0.0,-0.005817521911733681,-0.04058198082822595,-0.0405898505768163,-0.06666669978035689,-0.012932149561393658,-0.06349207332173101,0.10178602392925273,0.0,0.08645229309435942,0.7933769156574857
2022-01-24,-0.0055410282220657026,-0.035714251502436234,0.008040783252783124,-0.03930817527543906,-0.0055410282220657026,-0.035714251502436234,0.008040783252783124,-0.03930817527543906,-0.02209107528177623,-0.035714251502436234,-0.014144890735495186,-0.08562922904487136,-0.042032268757680735,-0.035714251502436234,-0.03449336341006859,-0.1316839308614267,-0.037741585402370714,-0.035714251502436234,-0.02768799220974094,-0.06317409273829144,-0.1636764242996538,0.7241379310344827,0.4905385735080059,-0.2096330823473168
2022-01-25,-0.011298553402572908,0.11111111111111116,-0.02998868859612691,-0.06055652280050283,-0.011298553402572908,0.11111111111111116,-0.02998868859612691,-0.06055652280050283,-0.0021661673464025144,0.11111111111111116,-0.021434750764266264,0.004071676858478757,0.01028607163439732,0.03703700024404788,-0.004237834079353298,0.04181984548898465,0.008223951629421133,0.03703700024404788,0.0008085156982742259,-0.018914436276516566,-0.04857608832016058,1.0,-0.02083333333333337,-0.28292756691365495
2022-01-26,0.009236069861031648,0.0,-0.012896536369970013,-0.044425025744223245,0.009236069861031648,0.0,-0.012896536369970013,-0.044425025744223245,0.014886015138356523,0.0,0.013107019381719098,-0.026763984245578687,0.018294647068290537,0.035714251502436234,-0.005583018473594659,-0.041905635630450244,0.01035299862132355,0.035714251502436234,0.010815852814391125,0.002514646454633951,-0.10143991139006825,1.94,-0.12234042553191493,-0.0553563897089836
2022-01-27,0.0206297782824858,0.0,-0.018983011807275685,-0.036463132403635634,0.0206297782824858,0.0,-0.018983011807275685,-0.036463132403635634,0.009778447967760062,0.0,-0.01938425614475414,-0.0625,0.013904067488613503,0.034482829494228984,-0.01734930611833896,-0.062615043554202,0.008694263728526774,0.034482829494228984,-0.018336765539078037,-0.0685618471746482,0.49142270159219303,-1.0,0.40075757575757587,0.3068422815046321
2022-01-28,-0.02477210953212794,0.0,0.016287677525920863,-0.003784291675298146,-0.02477210953212794,0.0,0.016287677525920863,-0.003784291675298146,-0.02178839297629287,0.0,-0.020393616694588834,-0.06053331163194442,-0.02588598252198626,0.0,-0.011567467029567569,-0.010805560614338572,-0.0064644937825778515,0.0,-0.028855742680646834,-0.08258528257994069,0.18830497968179616,0.0,0.05976203353163867,-0.22283908438674416
