,Close,Close,Close,Close,Close,Close
,ADA-AUD,BCH-AUD,BTC-AUD,ETH-AUD,SOL-AUD,XRP-AUD
Date,,,,,,
2014-09-17,,,,,,
2014-09-18,,,-0.0744059521797511,,,
2014-09-19,,,-0.06432021423822065,,,
2014-09-20,,,0.03573491092477066,,,
2014-09-21,,,-0.025640921433408348,,,
2014-09-22,,,0.015168386858687155,,,
2014-09-23,,,0.08707665578708035,,,
2014-09-24,,,-0.02997712593512003,,,
2014-09-25,,,-0.02140694817025479,,,
2014-09-26,,,-0.012884542178558389,,,
2014-09-27,,,-0.012128360821776152,,,
2014-09-28,,,-0.0526713604920116,,,
2014-09-29,,,-0.002030156716058329,,,
2014-09-30,,,0.02761799705038359,,,
2014-10-01,,,-0.009283762517187766,,,
2014-10-02,,,-0.027830062022230817,,,
2014-10-03,,,-0.028333807257659216,,,
2014-10-04,,,-0.08524336325860382,,,
2014-10-05,,,-0.024058095353836517,,,
2014-10-06,,,0.01740376966635626,,,
2014-10-07,,,0.013878749055600714,,,
2014-10-08,,,0.04626838919538434,,,
2014-10-09,,,0.0430965364035345,,,
2014-10-10,,,-0.0007079969371166506,,,
2014-10-11,,,0.0020384086118236944,,,
2014-10-12,,,0.045815775475771314,,,
2014-10-13,,,0.022622132317337895,,,
2014-10-14,,,0.031733568078087915,,,
2014-10-15,,,-0.024284236359663147,,,
2014-10-16,,,-0.028626245062135514,,,
2014-10-17,,,0.006355351980465329,,,
2014-10-18,,,0.020023001201498136,,,
2014-10-19,,,-0.00620794506843958,,,
2014-10-20,,,-0.019777739575426834,,,
2014-10-21,,,0.010748568302146877,,,
2014-10-22,,,-0.008695848374514314,,,
2014-10-23,,,-0.06307490713374275,,,
2014-10-24,,,-0.004975877356728775,,,
2014-10-25,,,-0.030903191737859603,,,
2014-10-26,,,0.020359766960135417,,,
2014-10-27,,,-0.0049480489322966115,,,
2014-10-28,,,0.006937632701339735,,,
2014-10-29,,,-0.05185316544414398,,,
2014-10-30,,,0.02195184875087164,,,
2014-10-31,,,-0.017107754505903294,,,
2014-11-01,,,-0.03716007173745539,,,
2014-11-02,,,0.006041503621357469,,,
